"zipcode","totalcost_low","totalcost_high","systemcost_low","systemcost_high","laborcost_low","laborcost_high","jobsupplycost_low","jobsupplycost_high","SEER","ton"
54751,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54754,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54755,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54756,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54757,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54758,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54761,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54762,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54763,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54766,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54767,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54768,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54769,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54770,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54771,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54772,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54773,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54774,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54801,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54805,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54806,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54810,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54812,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54813,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54814,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54817,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54819,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54820,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54821,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54822,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54824,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54826,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54827,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54828,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54829,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54830,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54832,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54835,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54837,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54838,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54839,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54840,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54841,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54843,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54844,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54846,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54847,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54848,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54849,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54853,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54854,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54856,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54858,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54859,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54864,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54865,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54867,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54868,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54870,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54871,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54872,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54873,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54874,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54875,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54876,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54880,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54888,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54889,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54891,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54893,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54895,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54896,7142.89,8728.2,5353.57,6247.52,1389.35,2004.23,399.97,476.44,16,3
54901,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54902,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54904,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54906,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54909,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54911,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54911,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54913,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54914,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54915,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54919,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54921,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54922,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54923,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54928,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54929,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54930,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54932,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54935,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54937,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54940,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54941,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54942,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54943,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54944,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54945,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54947,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54948,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54949,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54950,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54952,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54956,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54960,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54961,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54962,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54963,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54964,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54965,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54966,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54967,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54968,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54970,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54971,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54974,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54977,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54978,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54979,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54981,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54982,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54983,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54984,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
54986,7082.48,8641.06,5353.57,6247.52,1328.94,1917.09,399.97,476.44,16,3
